,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
7869,Bad,Medium,Small,Urban,Bachelor,0.5814826640347857,Approved
7870,Good,Low,Large,Rural,High School,0.34178503436464847,Disapproved
7871,Bad,High,Medium,Urban,High School,0.5433824891765969,Approved
7872,Good,High,Medium,Suburban,Master,0.6941605110676203,Approved
7873,Good,Low,Small,Suburban,High School,0.7707123875462981,Approved
7874,Fair,Medium,Small,Urban,Bachelor,0.7753916377557917,Approved
7875,Fair,Medium,Medium,Urban,Bachelor,0.527711514348096,Approved
7876,Fair,Low,Small,Urban,Bachelor,0.4707452224178504,Disapproved
7877,Fair,Low,Medium,Urban,Master,0.35212662660824207,Disapproved
7878,Fair,Medium,Large,Urban,Master,0.19060733177277914,Disapproved
7879,Bad,Medium,Medium,Rural,Bachelor,0.38040635548261015,Disapproved
7880,Bad,Low,Large,Urban,Bachelor,0.204819097265047,Disapproved
7881,Fair,High,Medium,Urban,High School,0.8242720946281354,Approved
7882,Fair,Medium,Small,Urban,Bachelor,0.823517931543705,Approved
7883,Good,Medium,Small,Urban,Master,0.6683421492439896,Approved
7884,Bad,Low,Large,Urban,Bachelor,0.1645466854518998,Disapproved
7885,Good,Medium,Large,Urban,Master,0.4864806007826758,Disapproved
7886,Fair,Low,Large,Urban,High School,0.42196877991950493,Disapproved
7887,Fair,Medium,Large,Urban,Master,0.25283902422298093,Disapproved
7888,Fair,Medium,Large,Urban,Bachelor,0.4882865170777173,Disapproved
7889,Fair,Medium,Medium,Suburban,Master,0.3516294923481196,Disapproved
7890,Bad,Low,Small,Urban,Bachelor,0.3713820596808275,Disapproved
7891,Fair,Medium,Small,Urban,Bachelor,0.5270218767803918,Approved
7892,Good,High,Large,Rural,Master,0.31847242230455775,Disapproved
7893,Fair,Medium,Medium,Suburban,Master,0.3640273018065691,Disapproved
7894,Fair,Low,Large,Urban,Bachelor,0.21782629309888596,Disapproved
7895,Good,Medium,Large,Urban,Bachelor,0.7239665304514932,Approved
7896,Good,Low,Medium,Suburban,Bachelor,0.3742270247433018,Disapproved
7897,Fair,High,Large,Suburban,Master,0.3714203734399503,Disapproved
7898,Fair,Medium,Medium,Urban,Bachelor,0.28741870732988445,Disapproved
7899,Good,Low,Small,Urban,Bachelor,0.8325346001123827,Approved
7900,Fair,Low,Medium,Rural,Master,0.3191218419016778,Disapproved
7901,Fair,Low,Small,Suburban,Bachelor,0.49376311597396527,Disapproved
7902,Fair,High,Large,Urban,Bachelor,0.4115342296984746,Disapproved
7903,Good,Low,Small,Urban,High School,0.3953708672401089,Disapproved
7904,Bad,Medium,Large,Urban,Master,0.09697122825648843,Disapproved
7905,Good,High,Large,Urban,Bachelor,0.47526454610964347,Disapproved
7906,Bad,Low,Large,Rural,High School,0.2040811656520157,Disapproved
7907,Good,Medium,Medium,Urban,Bachelor,0.2796054406052709,Disapproved
7908,Fair,Medium,Medium,Rural,Bachelor,0.5953923300571794,Approved
7909,Fair,Medium,Small,Urban,Bachelor,0.7129935928536274,Approved
7910,Good,Low,Small,Urban,Bachelor,0.41673893571224335,Disapproved
7911,Fair,Low,Medium,Urban,Master,0.33982046043052516,Disapproved
7912,Fair,Medium,Medium,Suburban,High School,0.6884545776775552,Approved
7913,Bad,High,Medium,Urban,High School,0.3037101682726345,Disapproved
7914,Bad,Low,Small,Suburban,Bachelor,0.3062775336538096,Disapproved
7915,Fair,Low,Small,Suburban,High School,0.8807280020107511,Approved
7916,Fair,Low,Medium,Urban,Bachelor,0.43924568701383243,Disapproved
7917,Bad,High,Medium,Suburban,Master,0.4257982231090273,Disapproved
7918,Bad,Low,Small,Urban,Bachelor,0.31677122943314656,Disapproved
7919,Fair,High,Large,Suburban,High School,0.5282542802396599,Approved
7920,Fair,Low,Large,Urban,High School,0.34009603382975034,Disapproved
7921,Good,High,Medium,Urban,High School,0.4421982359454393,Disapproved
7922,Bad,Medium,Small,Suburban,High School,0.19368206721179942,Disapproved
7923,Bad,Medium,Medium,Urban,Bachelor,0.21888139299708226,Disapproved
7924,Good,Low,Small,Rural,High School,0.6788922192747967,Approved
7925,Fair,Medium,Large,Rural,Master,0.3610065822359544,Disapproved
7926,Good,Low,Medium,Urban,Master,0.28566832343884474,Disapproved
7927,Good,Low,Medium,Urban,Bachelor,0.5155691511616395,Approved
7928,Good,Low,Small,Suburban,High School,0.6904543377715027,Approved
7929,Bad,High,Large,Rural,Master,0.2077264505453368,Disapproved
7930,Good,Medium,Medium,Urban,High School,0.5834125548005062,Approved
7931,Good,Medium,Large,Rural,High School,0.39132971792099674,Disapproved
7932,Fair,Medium,Medium,Rural,Bachelor,0.5832205770810054,Approved
7933,Fair,Low,Small,Urban,Bachelor,0.5499655257287513,Approved
7934,Fair,High,Medium,Suburban,Bachelor,0.44437057529618185,Disapproved
7935,Bad,Medium,Small,Urban,High School,0.6584791337715148,Approved
7936,Fair,Medium,Small,Suburban,High School,0.4484041664348156,Disapproved
7937,Fair,Medium,Large,Urban,Master,0.14942900735998046,Disapproved
7938,Fair,High,Small,Urban,Bachelor,0.7341166792273683,Approved
7939,Fair,High,Large,Suburban,High School,0.42704012064090613,Disapproved
7940,Fair,Medium,Large,Urban,Bachelor,0.3605875100802631,Disapproved
7941,Fair,Low,Medium,Suburban,High School,0.2264235930762481,Disapproved
7942,Good,Medium,Small,Rural,Bachelor,0.8723936080795197,Approved
7943,Bad,Medium,Medium,Urban,High School,0.6223591675343558,Approved
7944,Fair,Low,Large,Urban,Bachelor,0.24520868082278327,Disapproved
7945,Bad,Low,Small,Suburban,Bachelor,0.4376557300448633,Disapproved
7946,Fair,Medium,Small,Urban,Master,0.33279860632700276,Disapproved
7947,Good,Medium,Large,Rural,High School,0.4375110106131455,Disapproved
7948,Good,Medium,Medium,Urban,Bachelor,0.5575723923127159,Approved
7949,Fair,Low,Large,Suburban,Master,0.1583392660654149,Disapproved
7950,Good,Medium,Medium,Urban,Master,0.5637653283098363,Approved
7951,Bad,Medium,Medium,Urban,Master,0.2719784392531356,Disapproved
7952,Fair,Low,Medium,Urban,Master,0.19665742308904,Disapproved
7953,Bad,Low,Large,Urban,Bachelor,0.11090251052896548,Disapproved
7954,Good,High,Small,Urban,High School,0.7592368319341332,Approved
7955,Fair,Medium,Large,Suburban,Master,0.47365483116995566,Disapproved
7956,Fair,Low,Medium,Urban,Bachelor,0.4399587548545428,Disapproved
7957,Good,High,Large,Urban,Bachelor,0.6768304473180083,Approved
7958,Bad,Low,Medium,Urban,Bachelor,0.3840873332534902,Disapproved
7959,Bad,High,Large,Suburban,Bachelor,0.2102711511296478,Disapproved
7960,Good,Low,Medium,Suburban,Bachelor,0.5920023200347432,Approved
7961,Fair,Low,Medium,Urban,Bachelor,0.5601834597691718,Approved
7962,Bad,Medium,Large,Rural,High School,0.13484624531738132,Disapproved
7963,Fair,Low,Large,Rural,Master,0.08050668359570533,Disapproved
7964,Fair,Medium,Medium,Urban,Master,0.39691423822360045,Disapproved
7965,Bad,Medium,Large,Suburban,Bachelor,0.3432711124766735,Disapproved
7966,Fair,High,Medium,Urban,High School,0.47505484286865185,Disapproved
7967,Bad,Medium,Medium,Rural,High School,0.284119427746756,Disapproved
7968,Fair,Medium,Medium,Suburban,High School,0.3830864111228291,Disapproved
7969,Good,Low,Small,Rural,High School,0.6736719334714337,Approved
7970,Good,Low,Medium,Urban,Bachelor,0.38018767158381894,Disapproved
7971,Fair,Medium,Small,Urban,High School,0.4297742122829378,Disapproved
7972,Bad,Low,Small,Suburban,High School,0.32191188985732894,Disapproved
7973,Good,Medium,Small,Suburban,Bachelor,0.7617673685540797,Approved
7974,Fair,Medium,Large,Suburban,Master,0.5271834842767562,Approved
7975,Bad,Low,Small,Rural,High School,0.39800204492087177,Disapproved
7976,Good,Medium,Small,Suburban,Bachelor,0.6396242180542006,Approved
7977,Good,Low,Medium,Suburban,Master,0.4300050860768079,Disapproved
7978,Good,Medium,Medium,Urban,Master,0.7598540304814135,Approved
7979,Good,Medium,Small,Urban,Bachelor,0.7431107926578936,Approved
7980,Fair,Medium,Medium,Urban,Bachelor,0.33600166526914776,Disapproved
7981,Fair,Low,Medium,Suburban,High School,0.400518934325549,Disapproved
7982,Fair,Medium,Small,Urban,High School,0.5423962224698506,Approved
7983,Fair,Low,Medium,Urban,Bachelor,0.46386594925363683,Disapproved
7984,Fair,Medium,Large,Urban,Bachelor,0.4053327509291741,Disapproved
7985,Good,Medium,Medium,Rural,Master,0.4841324046388293,Disapproved
7986,Good,Medium,Medium,Urban,High School,0.864324271971418,Approved
7987,Fair,High,Small,Urban,Master,0.7494014834937845,Approved
7988,Good,Medium,Medium,Urban,High School,0.2584811706738455,Disapproved
7989,Good,Low,Small,Urban,Bachelor,0.7498309724571425,Approved
7990,Fair,Low,Medium,Urban,Bachelor,0.10395294307725059,Disapproved
7991,Fair,High,Medium,Urban,Bachelor,0.7688335841315642,Approved
7992,Fair,Low,Large,Urban,High School,0.2548473797512546,Disapproved
7993,Fair,Medium,Medium,Rural,High School,0.4843278710112797,Disapproved
7994,Bad,Medium,Small,Suburban,High School,0.49436992594661006,Disapproved
7995,Fair,Medium,Large,Urban,Bachelor,0.427353999128597,Disapproved
7996,Fair,Medium,Small,Suburban,High School,0.5785369814808294,Approved
7997,Fair,Medium,Large,Suburban,Bachelor,0.33574166536874006,Disapproved
7998,Good,Medium,Large,Suburban,High School,0.51363705272192,Approved
7999,Bad,High,Large,Urban,Bachelor,0.0617597189507548,Disapproved
8000,Good,Medium,Small,Urban,Bachelor,0.8417940892334327,Approved
8001,Fair,Medium,Large,Suburban,Bachelor,0.4557480579416461,Disapproved
8002,Bad,Medium,Medium,Urban,High School,0.4060357688639694,Disapproved
8003,Good,Medium,Medium,Urban,Bachelor,0.7067549417762041,Approved
8004,Fair,High,Medium,Urban,Master,0.8190259255709813,Approved
8005,Fair,Low,Medium,Suburban,High School,0.36787091976484515,Disapproved
8006,Good,Low,Medium,Urban,High School,0.5335095195030073,Approved
8007,Fair,High,Small,Urban,Bachelor,0.6669175819321338,Approved
8008,Fair,Medium,Medium,Rural,Master,0.21880427038228362,Disapproved
8009,Bad,Low,Large,Rural,High School,0.1795000144121688,Disapproved
8010,Good,Medium,Medium,Urban,Bachelor,0.568307360234141,Approved
8011,Fair,High,Medium,Urban,Master,0.31218208926349483,Disapproved
8012,Fair,High,Medium,Suburban,Bachelor,0.6030003300464778,Approved
8013,Fair,Medium,Small,Urban,Bachelor,0.6371477656197825,Approved
8014,Fair,Low,Small,Suburban,Bachelor,0.4975507370094501,Disapproved
8015,Good,High,Large,Suburban,High School,0.6354563194518223,Approved
8016,Fair,Medium,Medium,Urban,Bachelor,0.26071674745883205,Disapproved
8017,Fair,High,Small,Urban,High School,0.8542335790738333,Approved
8018,Fair,Low,Small,Urban,High School,0.6043629405716394,Approved
8019,Good,Low,Medium,Suburban,High School,0.7215587067026856,Approved
8020,Fair,Medium,Medium,Urban,Master,0.4049285447772903,Disapproved
8021,Good,Low,Small,Urban,Master,0.7454729702103152,Approved
8022,Good,Medium,Medium,Urban,Bachelor,0.3566160384618956,Disapproved
8023,Fair,High,Medium,Urban,High School,0.480702098655584,Disapproved
8024,Fair,Medium,Small,Suburban,Master,0.4339371471014733,Disapproved
8025,Fair,High,Small,Urban,Bachelor,0.7841369555524432,Approved
8026,Good,Medium,Large,Suburban,Master,0.3221131223298527,Disapproved
8027,Fair,Medium,Medium,Urban,Bachelor,0.42350617413268105,Disapproved
8028,Fair,High,Medium,Urban,Master,0.6140824065756981,Approved
8029,Good,Medium,Small,Rural,High School,0.7344610010931489,Approved
8030,Fair,Medium,Small,Suburban,High School,0.4429404475389134,Disapproved
8031,Fair,Medium,Small,Suburban,Bachelor,0.8462481029408977,Approved
8032,Fair,Medium,Medium,Urban,Bachelor,0.5131510841004098,Approved
8033,Bad,Low,Large,Urban,Master,0.3234746187080237,Disapproved
8034,Good,High,Medium,Suburban,Master,0.6097632611723309,Approved
8035,Bad,High,Medium,Rural,Master,0.39379110855230137,Disapproved
8036,Fair,Medium,Medium,Rural,High School,0.5085302770975904,Approved
8037,Good,Medium,Medium,Rural,Master,0.8363431786869567,Approved
8038,Fair,Medium,Medium,Urban,Bachelor,0.7414677570071526,Approved
8039,Good,Medium,Small,Rural,Master,0.7310565870063993,Approved
8040,Good,Medium,Large,Rural,High School,0.3777197012564494,Disapproved
8041,Fair,High,Small,Urban,High School,0.7533768298035561,Approved
8042,Bad,Medium,Medium,Urban,Master,0.5270077633113772,Approved
8043,Good,Low,Small,Suburban,Master,0.7073173096282487,Approved
8044,Fair,High,Medium,Urban,Master,0.6626160442047075,Approved
8045,Bad,Medium,Large,Suburban,High School,0.36562325616196373,Disapproved
8046,Good,High,Large,Rural,Master,0.7576214921759362,Approved
8047,Bad,Low,Large,Rural,Bachelor,0.24582861491534969,Disapproved
8048,Good,Low,Large,Rural,Bachelor,0.4873011075547184,Disapproved
8049,Bad,High,Small,Urban,Bachelor,0.8030842851217659,Approved
8050,Bad,Low,Large,Urban,Master,0.07196544961578008,Disapproved
8051,Bad,High,Medium,Suburban,Bachelor,0.7922466260968092,Approved
8052,Good,High,Large,Urban,High School,0.7712079685940937,Approved
8053,Fair,Medium,Medium,Urban,Bachelor,0.4820239281534542,Disapproved
8054,Good,Low,Small,Suburban,Master,0.8283444303306886,Approved
8055,Fair,Medium,Medium,Urban,High School,0.45161224624306917,Disapproved
8056,Fair,High,Medium,Urban,High School,0.6969300980142984,Approved
8057,Fair,Medium,Small,Urban,Bachelor,0.7450746702698879,Approved
8058,Fair,Medium,Large,Rural,High School,0.4856873481505854,Disapproved
8059,Fair,Medium,Small,Urban,High School,0.5952379143511836,Approved
8060,Fair,Low,Medium,Urban,Master,0.5299342399945636,Approved
8061,Fair,High,Large,Rural,High School,0.3967251965593798,Disapproved
8062,Good,High,Medium,Urban,Bachelor,0.8393143926594832,Approved
8063,Bad,High,Large,Urban,Bachelor,0.31102956279620964,Disapproved
8064,Good,Medium,Small,Suburban,Bachelor,0.5368680308875801,Approved
8065,Bad,Medium,Large,Urban,Bachelor,0.1474599197122502,Disapproved
8066,Fair,Low,Large,Urban,Master,0.36441142165422713,Disapproved
8067,Fair,Medium,Medium,Rural,Bachelor,0.4587055998314928,Disapproved
8068,Fair,Medium,Medium,Urban,Bachelor,0.6953720800042795,Approved
8069,Fair,High,Small,Suburban,Bachelor,0.5946684679914613,Approved
8070,Fair,High,Large,Suburban,Bachelor,0.580334328021728,Approved
8071,Fair,High,Small,Urban,High School,0.75853761930036,Approved
8072,Good,High,Small,Suburban,Master,0.8412638088945743,Approved
8073,Fair,High,Medium,Urban,High School,0.438569580127484,Disapproved
8074,Good,Low,Small,Urban,Bachelor,0.7283627728014402,Approved
8075,Fair,High,Medium,Suburban,Master,0.46597136143622725,Disapproved
8076,Fair,Medium,Large,Urban,Master,0.26196565023162177,Disapproved
8077,Fair,Low,Medium,Suburban,High School,0.36610879247595557,Disapproved
8078,Fair,Low,Large,Urban,Bachelor,0.20602494641009172,Disapproved
8079,Fair,Medium,Small,Urban,High School,0.7952965445991613,Approved
8080,Fair,Low,Large,Suburban,Master,0.057223184688660764,Disapproved
8081,Bad,Medium,Medium,Urban,Bachelor,0.3236924553197852,Disapproved
8082,Fair,Medium,Large,Rural,High School,0.29790560598511806,Disapproved
8083,Bad,High,Medium,Suburban,Master,0.46603406856013696,Disapproved
8084,Fair,High,Large,Rural,Bachelor,0.38083851974158434,Disapproved
8085,Fair,Medium,Small,Urban,High School,0.7948806299854294,Approved
8086,Good,Low,Large,Rural,Bachelor,0.34855633370121725,Disapproved
8087,Good,Low,Small,Suburban,High School,0.7182896046894871,Approved
8088,Bad,Low,Small,Suburban,Master,0.5313774722841248,Approved
8089,Good,Low,Medium,Rural,Bachelor,0.5572499825086319,Approved
8090,Good,High,Large,Suburban,Bachelor,0.42400825975858514,Disapproved
8091,Fair,Medium,Large,Rural,Master,0.28926346306018175,Disapproved
8092,Fair,Low,Small,Suburban,Bachelor,0.5287137663939149,Approved
8093,Good,Low,Large,Suburban,Bachelor,0.17763190529888925,Disapproved
8094,Fair,Medium,Large,Urban,High School,0.252513852084685,Disapproved
8095,Good,Medium,Medium,Urban,Master,0.6550467236428813,Approved
8096,Bad,Low,Large,Suburban,Master,0.38957397304003705,Disapproved
8097,Bad,High,Large,Rural,High School,0.3678945917534374,Disapproved
8098,Fair,Low,Medium,Suburban,Bachelor,0.4124002582947535,Disapproved
8099,Fair,Low,Medium,Suburban,Master,0.6563582085257549,Approved
8100,Good,Low,Large,Suburban,Bachelor,0.48172330789114276,Disapproved
8101,Good,Medium,Medium,Urban,Bachelor,0.761684831449484,Approved
8102,Fair,Low,Medium,Urban,Bachelor,0.3267711480453234,Disapproved
8103,Bad,Low,Small,Urban,Master,0.21694159497882862,Disapproved
8104,Good,Low,Large,Urban,Master,0.4289375956331362,Disapproved
8105,Fair,Medium,Medium,Suburban,Master,0.7725695411497551,Approved
8106,Bad,Low,Medium,Rural,Master,0.46953699598210075,Disapproved
8107,Fair,Low,Medium,Urban,Master,0.49314397876017096,Disapproved
8108,Good,Medium,Large,Urban,High School,0.39755353650129854,Disapproved
8109,Good,Low,Large,Urban,High School,0.18696964782592887,Disapproved
8110,Fair,Medium,Small,Urban,Master,0.5371461160265801,Approved
8111,Fair,Low,Medium,Urban,High School,0.4219234392908317,Disapproved
8112,Good,Low,Medium,Urban,Master,0.47213354491771226,Disapproved
8113,Fair,Medium,Small,Urban,Master,0.792546710092748,Approved
8114,Fair,Low,Medium,Rural,Bachelor,0.19314688872868463,Disapproved
8115,Fair,Low,Medium,Urban,Bachelor,0.3679157757805285,Disapproved
8116,Good,Medium,Large,Suburban,High School,0.38509598148655166,Disapproved
8117,Fair,High,Small,Suburban,High School,0.8609438464779579,Approved
8118,Bad,Medium,Medium,Urban,Master,0.4338981309162053,Disapproved
8119,Fair,High,Medium,Rural,High School,0.4949648822321198,Disapproved
8120,Fair,High,Medium,Suburban,Master,0.7465894573945271,Approved
8121,Fair,High,Small,Urban,High School,0.52893405686637,Approved
8122,Bad,Medium,Small,Urban,Master,0.24341846117859472,Disapproved
8123,Fair,Medium,Large,Suburban,High School,0.23174663248186278,Disapproved
8124,Fair,Low,Medium,Urban,Bachelor,0.1477769986424337,Disapproved
8125,Bad,Low,Medium,Urban,Bachelor,0.23438578231820528,Disapproved
8126,Bad,Medium,Large,Urban,High School,0.20978255287224049,Disapproved
8127,Good,High,Small,Urban,Bachelor,0.8269265258766513,Approved
8128,Good,Medium,Large,Suburban,Master,0.5950160763726472,Approved
8129,Fair,Medium,Medium,Rural,High School,0.3918135022407515,Disapproved
8130,Good,Medium,Medium,Suburban,High School,0.45968109415539404,Disapproved
8131,Fair,Medium,Medium,Urban,Master,0.38038323071476504,Disapproved
8132,Good,Medium,Medium,Rural,Master,0.4722369335788893,Disapproved
8133,Fair,Medium,Small,Suburban,High School,0.5710984748736209,Approved
8134,Fair,Low,Medium,Suburban,High School,0.48305552329894585,Disapproved
8135,Bad,Medium,Large,Urban,High School,0.0816136120838942,Disapproved
8136,Fair,High,Medium,Urban,High School,0.5746250939716318,Approved
8137,Good,High,Large,Rural,High School,0.7591532104642943,Approved
8138,Fair,Low,Large,Urban,Bachelor,0.3988549296578022,Disapproved
8139,Fair,High,Large,Suburban,Bachelor,0.3598631034132326,Disapproved
8140,Bad,Low,Large,Suburban,Bachelor,0.4212087183969783,Disapproved
8141,Good,Low,Medium,Urban,High School,0.37970971144984506,Disapproved
