,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
7833,Good,Medium,Small,Urban,High School,1
7834,Bad,Medium,Small,Rural,Master,0
7835,Fair,Low,Small,Urban,Master,1
7836,Fair,Low,Large,Urban,Master,0
7837,Fair,Medium,Medium,Rural,High School,1
7838,Fair,Medium,Medium,Urban,High School,1
7839,Good,Medium,Large,Suburban,Bachelor,0
7840,Fair,High,Small,Urban,Master,0
7841,Fair,Low,Small,Rural,Master,1
7842,Bad,High,Medium,Rural,Master,1
7843,Fair,Low,Small,Suburban,Bachelor,1
7844,Good,High,Large,Urban,Master,1
7845,Fair,Low,Medium,Urban,Bachelor,0
7846,Good,Medium,Large,Suburban,High School,0
7847,Fair,Low,Large,Urban,Master,0
7848,Bad,Low,Small,Suburban,High School,1
7849,Bad,High,Small,Suburban,Master,1
7850,Fair,Medium,Medium,Rural,Bachelor,1
7851,Fair,High,Medium,Urban,High School,1
7852,Good,Medium,Medium,Suburban,High School,1
7853,Fair,Medium,Small,Suburban,Bachelor,0
7854,Fair,Low,Small,Urban,Master,0
7855,Fair,High,Small,Rural,High School,1
7856,Fair,Medium,Small,Urban,Bachelor,0
7857,Fair,Medium,Medium,Suburban,Bachelor,1
7858,Bad,Medium,Medium,Rural,High School,0
7859,Bad,Medium,Large,Urban,High School,0
7860,Bad,High,Large,Urban,Bachelor,0
7861,Bad,Low,Small,Urban,High School,0
7862,Bad,Low,Small,Suburban,Bachelor,0
7863,Fair,Low,Medium,Suburban,Master,0
7864,Fair,Medium,Medium,Urban,High School,0
7865,Good,Low,Large,Suburban,Master,1
7866,Bad,Low,Medium,Rural,Bachelor,0
7867,Fair,Low,Medium,Rural,Bachelor,0
7868,Fair,Medium,Medium,Suburban,Master,0
7869,Bad,Medium,Small,Urban,Bachelor,1
7870,Good,Low,Large,Rural,High School,0
7871,Bad,High,Medium,Urban,High School,1
7872,Good,High,Medium,Suburban,Master,1
7873,Good,Low,Small,Suburban,High School,1
7874,Fair,Medium,Small,Urban,Bachelor,1
7875,Fair,Medium,Medium,Urban,Bachelor,1
7876,Fair,Low,Small,Urban,Bachelor,0
7877,Fair,Low,Medium,Urban,Master,0
7878,Fair,Medium,Large,Urban,Master,0
7879,Bad,Medium,Medium,Rural,Bachelor,0
7880,Bad,Low,Large,Urban,Bachelor,0
7881,Fair,High,Medium,Urban,High School,1
7882,Fair,Medium,Small,Urban,Bachelor,1
7883,Good,Medium,Small,Urban,Master,1
7884,Bad,Low,Large,Urban,Bachelor,0
7885,Good,Medium,Large,Urban,Master,0
7886,Fair,Low,Large,Urban,High School,0
7887,Fair,Medium,Large,Urban,Master,0
7888,Fair,Medium,Large,Urban,Bachelor,0
7889,Fair,Medium,Medium,Suburban,Master,0
7890,Bad,Low,Small,Urban,Bachelor,0
7891,Fair,Medium,Small,Urban,Bachelor,1
7892,Good,High,Large,Rural,Master,0
7893,Fair,Medium,Medium,Suburban,Master,0
7894,Fair,Low,Large,Urban,Bachelor,0
7895,Good,Medium,Large,Urban,Bachelor,1
7896,Good,Low,Medium,Suburban,Bachelor,0
7897,Fair,High,Large,Suburban,Master,0
7898,Fair,Medium,Medium,Urban,Bachelor,0
7899,Good,Low,Small,Urban,Bachelor,1
7900,Fair,Low,Medium,Rural,Master,0
7901,Fair,Low,Small,Suburban,Bachelor,0
7902,Fair,High,Large,Urban,Bachelor,0
7903,Good,Low,Small,Urban,High School,0
7904,Bad,Medium,Large,Urban,Master,0
7905,Good,High,Large,Urban,Bachelor,0
7906,Bad,Low,Large,Rural,High School,0
7907,Good,Medium,Medium,Urban,Bachelor,0
7908,Fair,Medium,Medium,Rural,Bachelor,1
7909,Fair,Medium,Small,Urban,Bachelor,1
7910,Good,Low,Small,Urban,Bachelor,0
7911,Fair,Low,Medium,Urban,Master,0
7912,Fair,Medium,Medium,Suburban,High School,1
7913,Bad,High,Medium,Urban,High School,0
7914,Bad,Low,Small,Suburban,Bachelor,0
7915,Fair,Low,Small,Suburban,High School,1
7916,Fair,Low,Medium,Urban,Bachelor,0
7917,Bad,High,Medium,Suburban,Master,0
7918,Bad,Low,Small,Urban,Bachelor,0
7919,Fair,High,Large,Suburban,High School,1
7920,Fair,Low,Large,Urban,High School,0
7921,Good,High,Medium,Urban,High School,0
7922,Bad,Medium,Small,Suburban,High School,0
7923,Bad,Medium,Medium,Urban,Bachelor,0
7924,Good,Low,Small,Rural,High School,1
7925,Fair,Medium,Large,Rural,Master,0
7926,Good,Low,Medium,Urban,Master,0
7927,Good,Low,Medium,Urban,Bachelor,1
7928,Good,Low,Small,Suburban,High School,1
7929,Bad,High,Large,Rural,Master,0
7930,Good,Medium,Medium,Urban,High School,1
7931,Good,Medium,Large,Rural,High School,0
7932,Fair,Medium,Medium,Rural,Bachelor,1
7933,Fair,Low,Small,Urban,Bachelor,1
7934,Fair,High,Medium,Suburban,Bachelor,0
7935,Bad,Medium,Small,Urban,High School,1
7936,Fair,Medium,Small,Suburban,High School,0
7937,Fair,Medium,Large,Urban,Master,0
7938,Fair,High,Small,Urban,Bachelor,1
7939,Fair,High,Large,Suburban,High School,0
7940,Fair,Medium,Large,Urban,Bachelor,0
7941,Fair,Low,Medium,Suburban,High School,0
7942,Good,Medium,Small,Rural,Bachelor,1
7943,Bad,Medium,Medium,Urban,High School,1
7944,Fair,Low,Large,Urban,Bachelor,0
7945,Bad,Low,Small,Suburban,Bachelor,0
7946,Fair,Medium,Small,Urban,Master,0
7947,Good,Medium,Large,Rural,High School,0
7948,Good,Medium,Medium,Urban,Bachelor,1
7949,Fair,Low,Large,Suburban,Master,0
7950,Good,Medium,Medium,Urban,Master,1
7951,Bad,Medium,Medium,Urban,Master,0
7952,Fair,Low,Medium,Urban,Master,0
7953,Bad,Low,Large,Urban,Bachelor,0
7954,Good,High,Small,Urban,High School,1
7955,Fair,Medium,Large,Suburban,Master,0
7956,Fair,Low,Medium,Urban,Bachelor,0
7957,Good,High,Large,Urban,Bachelor,1
7958,Bad,Low,Medium,Urban,Bachelor,0
7959,Bad,High,Large,Suburban,Bachelor,0
7960,Good,Low,Medium,Suburban,Bachelor,1
7961,Fair,Low,Medium,Urban,Bachelor,1
7962,Bad,Medium,Large,Rural,High School,0
7963,Fair,Low,Large,Rural,Master,0
7964,Fair,Medium,Medium,Urban,Master,0
7965,Bad,Medium,Large,Suburban,Bachelor,0
7966,Fair,High,Medium,Urban,High School,0
7967,Bad,Medium,Medium,Rural,High School,0
7968,Fair,Medium,Medium,Suburban,High School,0
7969,Good,Low,Small,Rural,High School,1
7970,Good,Low,Medium,Urban,Bachelor,0
7971,Fair,Medium,Small,Urban,High School,0
7972,Bad,Low,Small,Suburban,High School,0
7973,Good,Medium,Small,Suburban,Bachelor,1
7974,Fair,Medium,Large,Suburban,Master,1
7975,Bad,Low,Small,Rural,High School,0
7976,Good,Medium,Small,Suburban,Bachelor,1
7977,Good,Low,Medium,Suburban,Master,0
7978,Good,Medium,Medium,Urban,Master,1
7979,Good,Medium,Small,Urban,Bachelor,1
7980,Fair,Medium,Medium,Urban,Bachelor,0
7981,Fair,Low,Medium,Suburban,High School,0
7982,Fair,Medium,Small,Urban,High School,1
7983,Fair,Low,Medium,Urban,Bachelor,0
7984,Fair,Medium,Large,Urban,Bachelor,0
7985,Good,Medium,Medium,Rural,Master,0
7986,Good,Medium,Medium,Urban,High School,1
7987,Fair,High,Small,Urban,Master,1
7988,Good,Medium,Medium,Urban,High School,0
7989,Good,Low,Small,Urban,Bachelor,1
7990,Fair,Low,Medium,Urban,Bachelor,0
7991,Fair,High,Medium,Urban,Bachelor,1
7992,Fair,Low,Large,Urban,High School,0
7993,Fair,Medium,Medium,Rural,High School,0
7994,Bad,Medium,Small,Suburban,High School,0
7995,Fair,Medium,Large,Urban,Bachelor,0
7996,Fair,Medium,Small,Suburban,High School,1
7997,Fair,Medium,Large,Suburban,Bachelor,0
7998,Good,Medium,Large,Suburban,High School,1
7999,Bad,High,Large,Urban,Bachelor,0
8000,Good,Medium,Small,Urban,Bachelor,1
8001,Fair,Medium,Large,Suburban,Bachelor,0
8002,Bad,Medium,Medium,Urban,High School,0
8003,Good,Medium,Medium,Urban,Bachelor,1
8004,Fair,High,Medium,Urban,Master,1
8005,Fair,Low,Medium,Suburban,High School,0
8006,Good,Low,Medium,Urban,High School,1
8007,Fair,High,Small,Urban,Bachelor,1
8008,Fair,Medium,Medium,Rural,Master,0
8009,Bad,Low,Large,Rural,High School,0
8010,Good,Medium,Medium,Urban,Bachelor,1
8011,Fair,High,Medium,Urban,Master,0
8012,Fair,High,Medium,Suburban,Bachelor,1
8013,Fair,Medium,Small,Urban,Bachelor,1
8014,Fair,Low,Small,Suburban,Bachelor,0
8015,Good,High,Large,Suburban,High School,1
8016,Fair,Medium,Medium,Urban,Bachelor,0
8017,Fair,High,Small,Urban,High School,1
8018,Fair,Low,Small,Urban,High School,1
8019,Good,Low,Medium,Suburban,High School,1
8020,Fair,Medium,Medium,Urban,Master,0
8021,Good,Low,Small,Urban,Master,1
8022,Good,Medium,Medium,Urban,Bachelor,0
8023,Fair,High,Medium,Urban,High School,0
8024,Fair,Medium,Small,Suburban,Master,0
8025,Fair,High,Small,Urban,Bachelor,1
8026,Good,Medium,Large,Suburban,Master,0
8027,Fair,Medium,Medium,Urban,Bachelor,0
8028,Fair,High,Medium,Urban,Master,1
8029,Good,Medium,Small,Rural,High School,1
8030,Fair,Medium,Small,Suburban,High School,0
8031,Fair,Medium,Small,Suburban,Bachelor,1
8032,Fair,Medium,Medium,Urban,Bachelor,1
8033,Bad,Low,Large,Urban,Master,0
8034,Good,High,Medium,Suburban,Master,1
8035,Bad,High,Medium,Rural,Master,0
8036,Fair,Medium,Medium,Rural,High School,1
8037,Good,Medium,Medium,Rural,Master,1
8038,Fair,Medium,Medium,Urban,Bachelor,1
8039,Good,Medium,Small,Rural,Master,1
8040,Good,Medium,Large,Rural,High School,0
8041,Fair,High,Small,Urban,High School,1
8042,Bad,Medium,Medium,Urban,Master,1
8043,Good,Low,Small,Suburban,Master,1
8044,Fair,High,Medium,Urban,Master,1
8045,Bad,Medium,Large,Suburban,High School,0
8046,Good,High,Large,Rural,Master,1
8047,Bad,Low,Large,Rural,Bachelor,0
8048,Good,Low,Large,Rural,Bachelor,0
8049,Bad,High,Small,Urban,Bachelor,1
8050,Bad,Low,Large,Urban,Master,0
8051,Bad,High,Medium,Suburban,Bachelor,1
8052,Good,High,Large,Urban,High School,1
8053,Fair,Medium,Medium,Urban,Bachelor,0
8054,Good,Low,Small,Suburban,Master,1
8055,Fair,Medium,Medium,Urban,High School,0
8056,Fair,High,Medium,Urban,High School,1
8057,Fair,Medium,Small,Urban,Bachelor,1
8058,Fair,Medium,Large,Rural,High School,0
8059,Fair,Medium,Small,Urban,High School,1
8060,Fair,Low,Medium,Urban,Master,1
8061,Fair,High,Large,Rural,High School,0
8062,Good,High,Medium,Urban,Bachelor,1
8063,Bad,High,Large,Urban,Bachelor,0
8064,Good,Medium,Small,Suburban,Bachelor,1
8065,Bad,Medium,Large,Urban,Bachelor,0
8066,Fair,Low,Large,Urban,Master,0
8067,Fair,Medium,Medium,Rural,Bachelor,0
8068,Fair,Medium,Medium,Urban,Bachelor,1
8069,Fair,High,Small,Suburban,Bachelor,1
8070,Fair,High,Large,Suburban,Bachelor,1
8071,Fair,High,Small,Urban,High School,1
8072,Good,High,Small,Suburban,Master,1
8073,Fair,High,Medium,Urban,High School,0
8074,Good,Low,Small,Urban,Bachelor,1
8075,Fair,High,Medium,Suburban,Master,0
8076,Fair,Medium,Large,Urban,Master,0
8077,Fair,Low,Medium,Suburban,High School,0
8078,Fair,Low,Large,Urban,Bachelor,0
8079,Fair,Medium,Small,Urban,High School,1
8080,Fair,Low,Large,Suburban,Master,0
8081,Bad,Medium,Medium,Urban,Bachelor,0
8082,Fair,Medium,Large,Rural,High School,0
8083,Bad,High,Medium,Suburban,Master,0
8084,Fair,High,Large,Rural,Bachelor,0
8085,Fair,Medium,Small,Urban,High School,1
8086,Good,Low,Large,Rural,Bachelor,0
8087,Good,Low,Small,Suburban,High School,1
8088,Bad,Low,Small,Suburban,Master,1
8089,Good,Low,Medium,Rural,Bachelor,1
8090,Good,High,Large,Suburban,Bachelor,0
8091,Fair,Medium,Large,Rural,Master,0
8092,Fair,Low,Small,Suburban,Bachelor,1
8093,Good,Low,Large,Suburban,Bachelor,0
8094,Fair,Medium,Large,Urban,High School,0
8095,Good,Medium,Medium,Urban,Master,1
8096,Bad,Low,Large,Suburban,Master,0
8097,Bad,High,Large,Rural,High School,0
8098,Fair,Low,Medium,Suburban,Bachelor,0
8099,Fair,Low,Medium,Suburban,Master,1
8100,Good,Low,Large,Suburban,Bachelor,0
8101,Good,Medium,Medium,Urban,Bachelor,1
8102,Fair,Low,Medium,Urban,Bachelor,0
8103,Bad,Low,Small,Urban,Master,0
8104,Good,Low,Large,Urban,Master,0
8105,Fair,Medium,Medium,Suburban,Master,1
8106,Bad,Low,Medium,Rural,Master,0
8107,Fair,Low,Medium,Urban,Master,0
8108,Good,Medium,Large,Urban,High School,0
8109,Good,Low,Large,Urban,High School,0
8110,Fair,Medium,Small,Urban,Master,1
8111,Fair,Low,Medium,Urban,High School,0
8112,Good,Low,Medium,Urban,Master,0
8113,Fair,Medium,Small,Urban,Master,1
8114,Fair,Low,Medium,Rural,Bachelor,0
8115,Fair,Low,Medium,Urban,Bachelor,0
8116,Good,Medium,Large,Suburban,High School,0
8117,Fair,High,Small,Suburban,High School,1
8118,Bad,Medium,Medium,Urban,Master,0
8119,Fair,High,Medium,Rural,High School,0
8120,Fair,High,Medium,Suburban,Master,1
8121,Fair,High,Small,Urban,High School,1
8122,Bad,Medium,Small,Urban,Master,0
8123,Fair,Medium,Large,Suburban,High School,0
8124,Fair,Low,Medium,Urban,Bachelor,0
8125,Bad,Low,Medium,Urban,Bachelor,0
8126,Bad,Medium,Large,Urban,High School,0
8127,Good,High,Small,Urban,Bachelor,1
8128,Good,Medium,Large,Suburban,Master,1
8129,Fair,Medium,Medium,Rural,High School,0
8130,Good,Medium,Medium,Suburban,High School,0
8131,Fair,Medium,Medium,Urban,Master,0
8132,Good,Medium,Medium,Rural,Master,0
8133,Fair,Medium,Small,Suburban,High School,1
8134,Fair,Low,Medium,Suburban,High School,0
8135,Bad,Medium,Large,Urban,High School,0
8136,Fair,High,Medium,Urban,High School,1
8137,Good,High,Large,Rural,High School,1
8138,Fair,Low,Large,Urban,Bachelor,0
8139,Fair,High,Large,Suburban,Bachelor,0
8140,Bad,Low,Large,Suburban,Bachelor,0
8141,Good,Low,Medium,Urban,High School,0
8142,Fair,Medium,Medium,Suburban,Bachelor,0
8143,Fair,Low,Large,Urban,High School,0
8144,Good,Low,Small,Suburban,High School,1
8145,Bad,Low,Large,Rural,Bachelor,1
8146,Fair,Medium,Small,Rural,High School,1
8147,Good,Low,Medium,Rural,Master,1
8148,Fair,Medium,Large,Suburban,High School,0
8149,Fair,Medium,Small,Suburban,Master,1
8150,Fair,Medium,Medium,Suburban,Bachelor,1
8151,Good,High,Medium,Urban,Bachelor,1
8152,Bad,Medium,Large,Urban,Bachelor,0
8153,Good,Low,Small,Suburban,High School,1
8154,Good,Low,Medium,Urban,High School,1
8155,Bad,Medium,Large,Rural,Bachelor,0
8156,Good,Medium,Large,Urban,Bachelor,0
8157,Fair,Low,Small,Urban,Bachelor,1
8158,Fair,Low,Large,Urban,Bachelor,0
8159,Good,Medium,Large,Rural,High School,0
8160,Good,Medium,Medium,Rural,Master,1
8161,Bad,Medium,Small,Urban,High School,0
8162,Fair,High,Large,Suburban,High School,1
8163,Fair,Medium,Large,Suburban,Master,0
8164,Fair,Medium,Small,Suburban,High School,1
8165,Fair,Medium,Large,Suburban,Master,0
8166,Bad,High,Medium,Urban,High School,1
8167,Fair,Medium,Small,Suburban,High School,1
8168,Fair,Low,Small,Urban,High School,0
8169,Bad,Low,Large,Urban,Bachelor,0
8170,Good,Medium,Medium,Urban,Bachelor,1
8171,Good,High,Large,Urban,High School,1
8172,Fair,Low,Small,Suburban,High School,0
8173,Fair,Low,Small,Urban,High School,1
8174,Fair,High,Large,Suburban,High School,1
8175,Fair,High,Medium,Suburban,Master,1
8176,Fair,Low,Small,Rural,Bachelor,0
8177,Good,Low,Large,Suburban,Master,0
8178,Bad,Medium,Large,Rural,High School,0
8179,Bad,Low,Large,Urban,High School,0
8180,Bad,High,Medium,Suburban,Bachelor,0
8181,Bad,Low,Small,Urban,Master,0
8182,Bad,Low,Small,Suburban,Master,0
8183,Good,Low,Large,Urban,Bachelor,0
8184,Fair,Low,Large,Suburban,High School,0
8185,Bad,Low,Medium,Urban,High School,0
8186,Fair,Low,Small,Urban,Bachelor,0
8187,Good,Medium,Medium,Suburban,High School,1
8188,Fair,Low,Medium,Rural,Master,0
8189,Fair,High,Medium,Urban,Bachelor,1
8190,Good,Low,Large,Rural,Master,0
8191,Fair,Medium,Medium,Urban,Bachelor,1
8192,Fair,Low,Small,Suburban,Master,0
8193,Fair,Low,Large,Rural,High School,0
8194,Fair,Medium,Medium,Urban,Bachelor,0
8195,Fair,Medium,Large,Urban,High School,1
8196,Fair,Medium,Medium,Urban,Bachelor,1
8197,Fair,Medium,Medium,Urban,Bachelor,1
8198,Fair,Medium,Medium,Suburban,Master,0
8199,Bad,Medium,Small,Suburban,Master,1
8200,Bad,High,Medium,Rural,Bachelor,1
8201,Fair,Medium,Medium,Urban,High School,0
8202,Good,High,Large,Suburban,Master,1
8203,Fair,High,Small,Urban,High School,1
8204,Fair,Low,Large,Rural,Master,0
8205,Fair,Low,Small,Urban,Bachelor,1
8206,Bad,Medium,Large,Rural,Master,0
8207,Bad,Medium,Large,Urban,Bachelor,0
8208,Fair,Medium,Large,Suburban,Bachelor,0
8209,Bad,Medium,Small,Urban,Bachelor,0
8210,Bad,Low,Medium,Rural,Master,0
8211,Good,Low,Large,Suburban,High School,0
8212,Bad,Low,Large,Suburban,Master,0
8213,Fair,Medium,Medium,Suburban,High School,0
8214,Fair,Medium,Large,Urban,Master,1
8215,Fair,Low,Medium,Urban,High School,1
8216,Fair,Medium,Large,Rural,High School,0
8217,Fair,Low,Medium,Urban,Master,1
8218,Fair,Low,Large,Rural,Master,0
8219,Good,Medium,Medium,Suburban,Bachelor,1
8220,Good,Low,Medium,Urban,Master,1
8221,Bad,Medium,Large,Suburban,High School,0
8222,Bad,High,Medium,Suburban,High School,1
8223,Good,High,Medium,Suburban,High School,1
8224,Fair,Low,Large,Rural,Bachelor,0
8225,Fair,Medium,Medium,Urban,Bachelor,1
8226,Fair,Medium,Medium,Rural,Bachelor,0
8227,Bad,Medium,Medium,Urban,High School,0
8228,Fair,Medium,Large,Rural,High School,1
8229,Fair,Low,Large,Urban,Bachelor,0
8230,Fair,Low,Large,Urban,High School,0
8231,Fair,Medium,Medium,Suburban,Bachelor,0
8232,Good,Medium,Medium,Urban,High School,1
8233,Fair,Low,Medium,Rural,Master,1
8234,Bad,Low,Small,Urban,Bachelor,0
8235,Fair,Medium,Large,Urban,Master,0
8236,Good,Low,Small,Urban,Bachelor,1
8237,Good,Low,Large,Urban,High School,0
8238,Fair,Low,Small,Suburban,High School,1
8239,Bad,Low,Medium,Suburban,Bachelor,0
8240,Good,Medium,Small,Urban,Master,1
8241,Fair,Low,Large,Urban,High School,0
8242,Bad,Low,Medium,Urban,High School,0
8243,Fair,Low,Medium,Urban,Bachelor,0
8244,Fair,Low,Small,Suburban,Bachelor,0
8245,Fair,Medium,Small,Suburban,Master,1
8246,Fair,Low,Large,Suburban,Bachelor,0
8247,Fair,Medium,Medium,Rural,High School,1
8248,Good,Low,Medium,Rural,Master,1
8249,Good,Low,Large,Urban,Bachelor,0
8250,Good,Low,Large,Urban,Bachelor,0
8251,Good,Low,Small,Rural,Bachelor,1
8252,Bad,Medium,Medium,Suburban,High School,0
8253,Fair,Medium,Large,Urban,High School,0
8254,Fair,High,Large,Suburban,High School,0
8255,Good,Low,Large,Rural,Master,0
8256,Fair,Low,Medium,Rural,Master,1
8257,Good,Low,Medium,Urban,High School,1
8258,Fair,Medium,Medium,Rural,Bachelor,1
8259,Good,Low,Large,Rural,Bachelor,0
8260,Bad,Medium,Medium,Urban,High School,0
8261,Bad,Low,Large,Rural,Bachelor,0
8262,Good,Low,Small,Rural,Master,1
8263,Bad,High,Large,Urban,High School,0
8264,Good,Medium,Small,Suburban,Master,1
8265,Bad,Medium,Medium,Urban,Bachelor,0
8266,Fair,Medium,Medium,Suburban,High School,0
8267,Fair,Medium,Large,Rural,Master,0
8268,Fair,Low,Medium,Urban,High School,1
8269,Fair,Medium,Small,Urban,Master,1
8270,Fair,Low,Large,Rural,Bachelor,0
8271,Bad,Medium,Large,Rural,Bachelor,0
8272,Bad,Medium,Medium,Urban,Master,0
8273,Fair,Medium,Large,Rural,High School,0
8274,Fair,Medium,Medium,Urban,Bachelor,0
8275,Good,Medium,Large,Urban,Bachelor,1
8276,Fair,Low,Medium,Suburban,Bachelor,0
8277,Fair,Low,Medium,Suburban,High School,0
8278,Fair,Low,Large,Suburban,Master,0
8279,Bad,Medium,Medium,Urban,Master,1
8280,Fair,High,Medium,Urban,High School,1
8281,Good,Low,Large,Rural,Bachelor,1
8282,Good,Low,Medium,Urban,Bachelor,0
8283,Fair,Medium,Medium,Urban,Master,0
8284,Fair,High,Large,Rural,Bachelor,0
8285,Good,Medium,Small,Suburban,High School,1
8286,Fair,Low,Medium,Urban,High School,1
8287,Bad,High,Large,Urban,Master,0
8288,Bad,High,Small,Rural,Bachelor,1
8289,Fair,Low,Medium,Rural,High School,0
8290,Good,High,Medium,Urban,Bachelor,1
8291,Fair,Medium,Large,Suburban,High School,1
8292,Bad,Low,Small,Urban,High School,0
8293,Bad,Medium,Small,Rural,Bachelor,0
8294,Good,High,Medium,Urban,High School,1
8295,Good,Medium,Large,Suburban,Bachelor,0
8296,Fair,Low,Large,Suburban,Bachelor,0
8297,Fair,High,Medium,Suburban,Bachelor,0
8298,Bad,Low,Large,Rural,Bachelor,0
8299,Good,Medium,Medium,Urban,Bachelor,1
8300,Good,Medium,Medium,Rural,High School,1
8301,Fair,Low,Small,Urban,Bachelor,0
8302,Good,Low,Medium,Urban,High School,1
8303,Fair,High,Large,Urban,Bachelor,0
8304,Bad,Medium,Small,Urban,Bachelor,1
8305,Fair,Medium,Small,Urban,Bachelor,0
8306,Bad,Medium,Medium,Rural,Bachelor,0
8307,Fair,Medium,Large,Suburban,Bachelor,0
8308,Fair,Medium,Medium,Rural,High School,0
8309,Fair,Low,Small,Suburban,Bachelor,1
8310,Fair,Low,Large,Urban,Master,1
8311,Fair,High,Medium,Urban,High School,0
8312,Bad,Medium,Medium,Rural,High School,0
8313,Fair,Low,Medium,Urban,High School,1
8314,Fair,High,Small,Urban,Bachelor,1
8315,Fair,Medium,Medium,Urban,Bachelor,0
8316,Good,Low,Medium,Urban,Master,1
8317,Good,High,Medium,Suburban,Bachelor,1
8318,Good,Medium,Large,Urban,High School,1
8319,Fair,Low,Medium,Suburban,Master,0
8320,Bad,Low,Small,Urban,High School,0
8321,Fair,Medium,Small,Suburban,High School,1
8322,Fair,Medium,Medium,Rural,High School,0
8323,Fair,Low,Large,Suburban,High School,0
8324,Bad,Low,Small,Urban,Master,1
8325,Good,Low,Medium,Urban,Bachelor,0
8326,Bad,Medium,Small,Rural,Master,0
8327,Good,Low,Large,Urban,Master,0
8328,Good,Low,Medium,Urban,High School,1
8329,Fair,Medium,Large,Rural,Bachelor,0
8330,Good,Medium,Small,Rural,Bachelor,1
8331,Fair,Medium,Small,Rural,Master,1
8332,Good,Low,Medium,Rural,High School,1
8333,Fair,Medium,Large,Rural,Bachelor,0
8334,Good,Low,Large,Suburban,Master,1
8335,Fair,High,Medium,Urban,High School,1
8336,Good,Medium,Medium,Rural,High School,1
8337,Fair,Low,Medium,Rural,Bachelor,1
8338,Fair,Low,Medium,Urban,Bachelor,1
8339,Good,Medium,Medium,Urban,Bachelor,1
8340,Good,Medium,Large,Urban,Master,1
8341,Fair,Medium,Medium,Rural,Bachelor,1
8342,Bad,High,Medium,Suburban,Bachelor,1
8343,Fair,Medium,Small,Urban,High School,1
8344,Good,Medium,Medium,Urban,Master,1
8345,Good,High,Medium,Rural,Master,1
8346,Good,Medium,Large,Suburban,High School,1
8347,Bad,Medium,Small,Urban,Bachelor,1
8348,Fair,High,Large,Urban,Master,1
8349,Fair,Low,Medium,Urban,Bachelor,0
8350,Good,Low,Small,Urban,Bachelor,1
8351,Bad,High,Medium,Suburban,Bachelor,1
8352,Good,Medium,Medium,Suburban,High School,1
8353,Fair,High,Large,Urban,Bachelor,1
8354,Bad,Low,Small,Suburban,Master,1
8355,Fair,Medium,Large,Urban,Bachelor,0
8356,Fair,Low,Large,Rural,Bachelor,0
8357,Fair,Medium,Large,Urban,High School,0
8358,Bad,Low,Large,Urban,High School,0
8359,Bad,Low,Small,Urban,High School,0
8360,Good,Low,Medium,Urban,High School,0
8361,Bad,Medium,Medium,Urban,Bachelor,0
8362,Fair,Low,Small,Urban,Bachelor,0
8363,Fair,Low,Large,Suburban,High School,0
8364,Fair,Low,Large,Urban,Master,1
8365,Good,Low,Medium,Urban,Bachelor,0
8366,Fair,High,Medium,Rural,Master,0
8367,Good,Low,Medium,Urban,High School,0
8368,Fair,Low,Large,Suburban,High School,0
8369,Bad,High,Medium,Urban,Bachelor,0
8370,Bad,Medium,Large,Urban,High School,0
8371,Fair,Medium,Large,Urban,High School,0
8372,Fair,Medium,Large,Urban,High School,0
